period,org_code,parent_org,org_name,type1_att,type2_att,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,type1_breach,type2_breach,other_breach,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,wait_12plus,type1_admissions,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,other_admissions,breach_rate,admission_rate,severe_wait_ratio,breached
MSitAE-DECEMBER-2024,RAX,NHS ENGLAND LONDON,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,7469,0,8388,0,0,0,4007,0,238,0,0,0,274,478,2278,0,178,185,0.5364841344222787,0.3049939750970679,0.0639978578122908,1
MSitAE-DECEMBER-2024,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9302,0,6729,0,0,460,5160,0,47,0,0,2,584,879,5577,0,0,431,0.5547194151795313,0.5995484841969468,0.09449580735325737,1
MSitAE-DECEMBER-2024,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4448,0,0,83,0,31,2292,0,0,0,0,0,209,407,943,0,0,210,0.5152877697841727,0.21200539568345322,0.09150179856115108,1
MSitAE-DECEMBER-2024,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10785,1095,3672,1,0,0,4498,0,413,0,0,0,313,274,3872,753,0,2074,0.41706073249884096,0.35901715345387114,0.025405656003708855,1
MSitAE-DECEMBER-2024,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7836,0,8987,0,0,1947,4422,0,743,0,0,79,622,104,2888,0,112,2401,0.5643185298621746,0.36855538540071464,0.013272077590607452,1
MSitAE-DECEMBER-2024,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9511,0,4552,0,0,0,6118,0,330,0,0,0,890,776,3378,0,0,2375,0.6432551782146988,0.3551677005572495,0.08158973819787614,1
MSitAE-DECEMBER-2024,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8756,0,7243,0,0,885,3605,0,381,0,0,0,808,21,4120,0,0,650,0.411717679305619,0.47053449063499314,0.0023983554134307905,1
MSitAE-DECEMBER-2024,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,11365,947,9370,534,0,0,5386,160,770,0,0,0,750,228,2491,0,0,544,0.4739111306643203,0.21918169819621647,0.020061592608886934,1
MSitAE-DECEMBER-2024,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4150,0,0,394,0,4127,2053,0,0,110,0,13,264,42,1764,0,0,507,0.4946987951807229,0.4250602409638554,0.010120481927710843,1
MSitAE-DECEMBER-2024,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11028,2143,1713,944,15,0,4966,10,0,327,0,0,847,7,2603,0,0,383,0.4503083061298513,0.23603554588320638,0.0006347479143997099,1
MSitAE-DECEMBER-2024,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5166,0,2154,0,0,0,2975,0,286,0,0,0,258,647,1687,0,0,1311,0.575880758807588,0.3265582655826558,0.12524196670538135,1
MSitAE-DECEMBER-2024,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,6159,945,104,193,0,0,2675,0,0,37,0,0,436,232,1528,0,0,134,0.43432375385614547,0.24809222276343562,0.03766845267088813,1
MSitAE-DECEMBER-2024,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6551,0,1270,918,0,13,2291,0,0,268,0,0,429,4,2441,0,0,1024,0.3497176003663563,0.3726148679590902,0.000610593802472905,1
MSitAE-DECEMBER-2024,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16743,0,9623,0,0,1186,7825,0,0,0,0,0,81,82,4855,0,0,2234,0.46735949351967987,0.2899719285671624,0.004897569133369169,1
MSitAE-DECEMBER-2024,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5167,0,839,414,0,31,1999,0,0,98,0,0,436,108,1177,0,0,283,0.38687826591832786,0.22779175537062124,0.020901877298238822,1
MSitAE-DECEMBER-2024,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,6184,0,10870,0,0,0,3081,0,816,0,0,0,597,468,2421,0,49,1272,0.49822121604139713,0.3914941785252264,0.07567917205692108,1
MSitAE-DECEMBER-2024,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,13668,0,5536,1,0,0,5528,0,0,0,0,0,370,666,1256,0,0,135,0.4044483465027802,0.09189347380743342,0.048726953467954345,1
MSitAE-DECEMBER-2024,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9586,123,4623,0,0,0,5072,1,133,0,0,0,488,627,2892,0,0,1462,0.529104944711037,0.3016899645316086,0.06540788650114751,1
MSitAE-DECEMBER-2024,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12259,0,9713,114,0,1081,4342,0,480,31,0,2,791,809,5788,0,0,1010,0.35418875927889715,0.4721429154090872,0.06599233216412431,1
MSitAE-DECEMBER-2024,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,8125,0,3555,116,0,52,4308,0,184,62,0,2,462,638,2428,0,100,822,0.5302153846153846,0.29883076923076923,0.07852307692307692,1
MSitAE-DECEMBER-2024,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8890,0,1846,340,0,33,3988,0,30,97,0,0,823,407,2415,0,0,837,0.4485939257592801,0.27165354330708663,0.04578177727784027,1
MSitAE-DECEMBER-2024,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,13318,0,9823,0,0,0,5103,0,822,0,0,0,596,1156,4211,0,75,1615,0.38316564048655954,0.3161886169094459,0.08679981979276168,1
MSitAE-DECEMBER-2024,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10473,0,2835,0,0,0,6330,0,285,0,0,0,408,1494,3246,0,201,2227,0.6044113434545976,0.30993984531652824,0.142652535090232,1
MSitAE-DECEMBER-2024,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,12083,1067,5763,801,0,1590,7095,17,239,431,0,36,1558,30,4755,20,0,1232,0.5871886120996441,0.3935280973268228,0.002482827112472068,1
MSitAE-DECEMBER-2024,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13366,0,4874,0,0,0,6548,0,0,0,0,0,1155,399,4255,6,0,2386,0.4898997456232231,0.31834505461619034,0.029851862935807272,1
MSitAE-DECEMBER-2024,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,15827,2126,0,0,0,0,6647,125,0,0,0,0,1326,695,5267,9,0,1553,0.41997851772287864,0.3327857458772983,0.043912301762810385,1
MSitAE-DECEMBER-2024,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,9777,0,4650,32,0,154,3739,0,147,10,0,0,1297,240,4145,0,0,751,0.38242814769356653,0.4239541781732638,0.0245474071801166,1
MSitAE-DECEMBER-2024,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10763,325,5610,0,0,0,6317,0,195,0,0,0,772,1057,4639,0,0,1610,0.586918145498467,0.4310136579020719,0.09820681965994611,1
MSitAE-DECEMBER-2024,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5809,202,0,557,0,0,2489,0,0,0,0,0,453,150,1661,0,0,559,0.42847305904630745,0.28593561714580823,0.025822000344293338,1
MSitAE-DECEMBER-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",7060,0,1308,0,0,0,3458,0,0,0,0,0,352,129,2318,0,0,241,0.4898016997167139,0.328328611898017,0.018271954674220964,1
MSitAE-DECEMBER-2024,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6779,0,6341,243,0,101,3605,0,282,101,0,8,1051,235,2819,0,284,585,0.5317893494615725,0.41584304469685796,0.03466587992329252,1
MSitAE-DECEMBER-2024,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7916,0,785,37,0,0,3316,0,0,0,0,0,441,696,1999,0,0,324,0.41889843355229917,0.2525265285497726,0.08792319353208691,1
MSitAE-DECEMBER-2024,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10355,661,6289,0,0,0,4559,38,234,0,0,0,239,87,2095,0,0,257,0.4402704007725736,0.20231772090777403,0.00840173829068083,1
MSitAE-DECEMBER-2024,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,14817,0,11293,0,0,0,7982,0,1382,0,0,0,1245,731,5067,0,0,1235,0.5387055409327124,0.3419720591212796,0.04933522305459945,1
MSitAE-DECEMBER-2024,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8418,0,276,0,0,0,3584,0,0,0,0,0,493,136,2414,0,0,774,0.4257543359467807,0.2867664528391542,0.016155856497980518,1
MSitAE-DECEMBER-2024,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15408,0,9254,71,0,1254,6995,0,293,23,0,0,1695,972,3847,0,0,316,0.45398494288681207,0.24967549325025962,0.0630841121495327,1
MSitAE-DECEMBER-2024,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12631,1110,6218,0,0,0,5975,122,541,0,0,0,77,27,1745,33,100,593,0.47304251444857887,0.1381521653075766,0.0021375979732404403,1
MSitAE-DECEMBER-2024,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,9388,0,0,0,0,0,3013,0,0,0,0,0,233,381,1216,0,0,40,0.3209416276097145,0.12952705581593524,0.04058372390285471,1
MSitAE-DECEMBER-2024,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8801,0,3528,413,0,85,4686,0,115,0,0,0,317,805,1763,0,0,293,0.5324394955118736,0.20031814566526532,0.09146687876377685,1
MSitAE-DECEMBER-2024,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9333,0,5271,0,0,750,2747,0,617,0,0,0,1961,93,3724,0,0,2204,0.2943319404264438,0.39901425050894673,0.009964641594342655,0
MSitAE-DECEMBER-2024,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10450,0,9823,355,0,0,4357,0,430,0,0,0,1454,0,1909,0,0,204,0.4169377990430622,0.18267942583732058,0.0,1
MSitAE-DECEMBER-2024,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,17787,599,12377,59,0,110,8073,0,206,20,0,0,1622,678,3943,0,0,1177,0.45387080452015516,0.22167875414628663,0.038117726429414744,1
MSitAE-DECEMBER-2024,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9034,0,3216,149,0,738,3256,0,86,27,0,66,670,550,3269,0,26,1038,0.36041620544609254,0.36185521363736994,0.06088111578481293,1
MSitAE-DECEMBER-2024,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,22293,1856,0,0,0,0,9688,161,0,0,0,0,1588,953,6629,0,0,3412,0.43457587583546403,0.2973579150405957,0.04274884492890145,1
MSitAE-DECEMBER-2024,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,19326,0,2212,0,0,0,4476,0,31,0,0,0,938,171,5225,0,0,981,0.23160509158646383,0.2703611714788368,0.00884818379385284,0
MSitAE-DECEMBER-2024,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6888,0,2896,271,0,160,3615,0,47,106,0,3,772,687,1878,0,0,129,0.5248257839721254,0.27264808362369336,0.09973867595818815,1
MSitAE-DECEMBER-2024,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,16345,1613,280,0,0,0,9494,151,8,0,0,0,309,578,4640,0,0,4354,0.5808504129703274,0.28387886203732027,0.03536249617620067,1
MSitAE-DECEMBER-2024,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,16641,118,5877,124,0,106,7307,0,550,1,0,4,2316,923,3506,0,155,749,0.43909620816056727,0.21068445405925124,0.05546541674178235,1
MSitAE-DECEMBER-2024,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12019,0,3663,254,0,62,4565,0,116,43,0,0,1040,454,3218,0,79,1262,0.3798152924536151,0.2677427406606207,0.037773525251684835,1
MSitAE-DECEMBER-2024,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,23249,1245,4343,1654,0,993,10412,26,466,572,0,34,600,800,8404,21,41,1439,0.4478472192352359,0.36147791302851734,0.034410082154071146,1
MSitAE-DECEMBER-2024,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4774,268,1468,18,0,26,1766,0,0,5,0,0,253,91,1152,0,0,198,0.36992040217846667,0.24130708001675744,0.01906158357771261,1
MSitAE-DECEMBER-2024,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,10047,921,3212,0,0,0,2711,0,0,0,0,0,766,120,2692,0,47,1493,0.269831790584254,0.2679406788095949,0.011943863839952225,0
MSitAE-DECEMBER-2024,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,31192,0,5305,28,0,9,12755,0,283,6,0,2,3044,256,8935,0,195,1343,0.40891895357784047,0.2864516542703257,0.008207232623749679,1
MSitAE-DECEMBER-2024,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,17780,0,9195,0,0,0,5720,0,202,0,0,0,1067,934,3785,0,0,525,0.3217097862767154,0.21287964004499438,0.05253093363329584,1
MSitAE-DECEMBER-2024,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4994,0,644,354,0,39,601,0,8,38,0,1,26,0,1196,0,0,90,0.12034441329595515,0.2394873848618342,0.0,0
MSitAE-DECEMBER-2024,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8531,0,5846,618,0,150,4004,0,538,299,0,0,916,0,2287,0,0,504,0.4693470870941273,0.26808111593013717,0.0,1
MSitAE-DECEMBER-2024,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15507,1484,7881,430,0,0,7663,33,285,81,0,0,2090,1167,4670,0,0,2159,0.4941639259689173,0.3011543174050429,0.07525633584832656,1
MSitAE-DECEMBER-2024,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12323,1095,0,335,0,0,5590,82,0,150,0,0,355,9,4090,12,0,1619,0.45362330601314615,0.33189969974843786,0.0007303416375882496,1
MSitAE-DECEMBER-2024,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9084,1009,7489,414,1,1392,5322,1,492,217,0,16,1469,14,3863,0,0,3066,0.5858652575957728,0.42525319242624393,0.0015411712901805372,1
MSitAE-DECEMBER-2024,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9025,0,3075,590,0,0,2419,0,0,161,0,0,622,747,2760,0,0,783,0.2680332409972299,0.30581717451523543,0.08277008310249308,0
MSitAE-DECEMBER-2024,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13450,452,8321,940,0,696,8022,0,352,502,0,27,964,1235,5401,0,0,3111,0.5964312267657993,0.4015613382899628,0.09182156133828996,1
MSitAE-DECEMBER-2024,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5708,0,5359,0,0,0,2406,0,393,0,0,0,549,292,2412,0,0,1394,0.4215136650315347,0.42256482130343376,0.051156271899089,1
MSitAE-DECEMBER-2024,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11092,37,2612,0,0,114,5667,0,88,0,0,0,366,115,4227,5,27,1191,0.5109087630724847,0.3810854670032456,0.010367832672196178,1
MSitAE-DECEMBER-2024,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,12287,0,4001,0,0,0,4429,0,63,0,0,0,589,304,3461,0,0,441,0.36046227720354845,0.2816798242044437,0.0247415968096362,1
MSitAE-DECEMBER-2024,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8605,0,6738,287,0,1200,3619,0,705,87,0,0,341,771,1896,0,0,473,0.420569436374201,0.22033701336432307,0.0895990703079605,1
MSitAE-DECEMBER-2024,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5924,0,0,0,0,0,2003,0,0,0,0,0,1,44,996,0,0,133,0.33811613774476706,0.16812964213369344,0.007427413909520594,1
MSitAE-DECEMBER-2024,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,35503,318,1395,0,0,285,15632,0,19,0,0,8,2940,1894,10608,0,0,6740,0.4403008196490437,0.29879165140974,0.053347604427794834,1
MSitAE-DECEMBER-2024,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,19558,0,10236,2143,0,23,9741,0,4,523,0,0,1043,1279,3989,0,2,1956,0.498057061049187,0.20395745986297167,0.06539523468657327,1
MSitAE-DECEMBER-2024,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12478,1562,2477,1746,0,145,5477,0,15,644,0,1,977,0,4684,116,14,4281,0.4389325212373778,0.3753806699791633,0.0,1
MSitAE-DECEMBER-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10917,0,0,0,0,0,4022,0,0,0,0,0,558,336,2838,0,0,552,0.3684162315654484,0.2599615278922781,0.0307776861775213,1
MSitAE-DECEMBER-2024,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,8633,0,0,29,0,0,3596,0,0,12,0,0,564,352,2999,0,0,2089,0.41654117919610795,0.34738793003590873,0.0407737750492297,1
MSitAE-DECEMBER-2024,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,14042,0,12628,0,0,0,6359,0,456,0,0,0,587,1326,3268,0,537,515,0.4528557185586099,0.23273038028770832,0.09443099273607748,1
MSitAE-DECEMBER-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5315,0,12316,0,0,0,3315,0,44,0,0,0,265,36,1868,0,577,2454,0.6237064910630291,0.3514581373471308,0.006773283160865475,1
MSitAE-DECEMBER-2024,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,7831,0,1051,303,0,77,3273,0,47,107,0,2,720,479,2783,0,76,803,0.41795428425488446,0.35538245434810367,0.061167156174179546,1
MSitAE-DECEMBER-2024,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13483,0,4876,0,0,0,8592,0,38,0,0,0,1186,525,2916,0,0,821,0.6372469035081213,0.21627234295038197,0.03893792182748646,1
MSitAE-DECEMBER-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8642,0,2048,2195,0,1681,4456,0,89,0,0,0,275,42,3232,0,0,343,0.515621383938903,0.3739875028928489,0.004859986114325388,1
MSitAE-DECEMBER-2024,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,9075,0,9684,346,0,336,4300,0,110,105,0,0,438,748,2688,0,0,1571,0.4738292011019284,0.29619834710743803,0.08242424242424243,1
MSitAE-DECEMBER-2024,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12417,3351,7386,0,0,506,5230,1,641,0,0,0,726,409,3792,0,0,1138,0.4211967463960699,0.3053877748248369,0.03293871305468309,1
MSitAE-DECEMBER-2024,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,25805,865,18338,0,0,0,11989,43,1333,0,0,0,1156,1199,4669,4,25,1206,0.46459988374346056,0.18093392753342374,0.04646386359232707,1
MSitAE-DECEMBER-2024,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,14095,0,15063,0,0,0,8643,0,364,0,0,0,808,615,6234,0,0,163,0.6131961688542036,0.44228449804895353,0.04363249379212487,1
MSitAE-DECEMBER-2024,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16950,0,7181,538,0,0,6749,0,214,94,0,0,594,426,7586,0,0,600,0.3981710914454277,0.4475516224188791,0.025132743362831857,1
MSitAE-DECEMBER-2024,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,13344,0,15606,990,0,695,7644,0,371,0,0,0,1239,851,6620,0,468,1054,0.572841726618705,0.49610311750599523,0.06377398081534773,1
MSitAE-DECEMBER-2024,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,23744,760,11284,0,0,0,9813,0,348,0,0,0,1562,328,6492,0,0,112,0.41328335579514824,0.2734164420485175,0.013814016172506738,1
MSitAE-DECEMBER-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",14055,2222,14557,0,0,0,6446,184,174,0,0,0,727,951,7952,0,0,411,0.4586268231945927,0.5657773034507293,0.06766275346851654,1
MSitAE-DECEMBER-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9222,0,0,0,0,0,3883,0,0,0,0,0,727,74,2039,0,0,333,0.42105833875515075,0.22110171329429626,0.008024289741921492,1
MSitAE-DECEMBER-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,15552,0,4302,340,0,529,7545,0,288,108,0,32,591,710,3779,0,30,1702,0.4851466049382716,0.2429912551440329,0.045653292181069956,1
MSitAE-DECEMBER-2024,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7082,0,1467,0,0,0,3242,0,0,0,0,0,532,428,1651,0,0,424,0.457780288054222,0.23312623552668738,0.06043490539395651,1
MSitAE-DECEMBER-2024,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10649,0,5400,309,0,325,5205,0,84,96,0,4,605,606,2930,0,26,441,0.4887782890412245,0.27514320593482955,0.056906751807681476,1
MSitAE-DECEMBER-2024,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12262,0,3964,1334,0,89,5734,0,12,544,0,0,1768,135,4147,0,0,2002,0.4676235524384277,0.338199314956777,0.01100962322622737,1
MSitAE-DECEMBER-2024,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,10244,788,2667,1623,0,898,5116,1,111,659,0,15,1513,118,3600,0,0,2420,0.4994142912924639,0.35142522452167124,0.011518937914877,1
MSitAE-DECEMBER-2024,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10440,0,5875,397,0,153,5527,0,732,201,0,7,886,294,3797,0,0,251,0.5294061302681993,0.36369731800766286,0.028160919540229885,1
MSitAE-DECEMBER-2024,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,7472,0,1626,0,0,0,2886,0,5,0,0,0,507,345,1248,0,0,0,0.38624197002141325,0.1670235546038544,0.04617237687366167,1
MSitAE-DECEMBER-2024,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13547,0,4329,0,0,0,5359,0,2,0,0,0,1212,288,4414,0,506,1162,0.39558573853989815,0.325828596737285,0.021259319406510668,1
MSitAE-DECEMBER-2024,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,20077,0,6731,530,0,0,6433,0,239,0,0,0,1078,62,2779,0,0,361,0.32041639687204265,0.1384170941873786,0.0030881107735219403,1
MSitAE-DECEMBER-2024,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7302,0,5612,0,0,0,4001,0,89,0,0,0,1155,508,2083,0,0,807,0.5479320734045467,0.2852643111476308,0.06956998082717064,1
MSitAE-DECEMBER-2024,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12822,0,0,399,0,0,3911,0,0,0,0,0,392,184,1387,0,0,262,0.30502261737638436,0.10817345187958197,0.014350335361098112,1
